Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	140
DBR_ACWOSDA_2_1_HNWVMDSX3.UDI007_clean - polya	0.00801861678541831	0.014401648160300965	0.02095107025876625	0.027171251138227607	0.03347639749356095	0.04010016438341422	0.046529218724394195	0.052321031996334304	0.05809514412746775	0.0764221972730543	0.10469375132382405	0.13150956355465387	0.1574962543500996	0.18412868276217242	0.21111088571658482	0.2371230661547922	0.2634212970284352	0.29014364723580577	0.3169283054588159	0.3435118787222623	0.36977470731429196	0.395849903813771	0.42248587245400515	0.448653822931311	0.4748635481009208	0.5015844822170268	0.5283231174739396	0.5557903316864545	0.5835506767907279	0.6108784060136865	0.637669436647387	0.6642700030060078	0.6910107623998172	0.7171921657441362	0.7428616520963266	0.757516780592979
DBR_ACWOSDA_2_1_HNWVMDSX3.UDI007_clean - polyg	0.006259123389236014	0.00834785800442224	0.014716728466659565	0.017403761641110998	0.01867824377919073	0.019559760591362545	0.020051852305787776	0.02054040379205167	0.021053736875444897	0.02241884885445474	0.024365974343187664	0.026245835496855267	0.028556188394940913	0.03113701472455237	0.03419506381031146	0.03738834961183345	0.040622702060026904	0.04423019455642481	0.04812940185331653	0.05211994703677061	0.05637388519542785	0.060537901558787244	0.06477909489606368	0.06897568135850732	0.07328980339590722	0.07773137364711508	0.08215241057498722	0.08683330024990117	0.09183422655059956	0.09698455047970622	0.1024598673540232	0.10814051746169746	0.11444778795392763	0.1212591869363315	0.12821927550151138	0.1324080734620001
DBR_ACWOSDA_2_2_HNWVMDSX3.UDI007_clean - polya	0.011325189888102946	0.018872956328064024	0.02654463075367174	0.03407115582466482	0.04167202568704589	0.04987119410869215	0.05787564998146513	0.06534553140187689	0.07281541282228865	0.0953779949400935	0.13155417042948667	0.16486630133636176	0.1969641339838998	0.22845941979837905	0.2600325906324076	0.2903794264313505	0.3208154759799591	0.35065959937999275	0.3804683204984131	0.40937215929879694	0.4374454605725321	0.46563912960375253	0.4943093133454884	0.5231296027612647	0.5514429315043381	0.5800678003256089	0.6078862051717281	0.6357839111286612	0.6636766607661684	0.6914001874975639	0.7188744821664016	0.7463013377778773	0.7732955775080383	0.800668621651462	0.826558310195287	0.8407440044377468
DBR_ACWOSDA_2_2_HNWVMDSX3.UDI007_clean - polyg	0.05405574379538727	0.05806682230217709	0.05884567249767027	0.05949353425119413	0.06014139600471799	0.06074323479214453	0.061500843618669705	0.06225137198887221	0.06317537153898002	0.06587656562607679	0.06945148802339043	0.07261716004525402	0.07591736073724827	0.07934146941488915	0.08289161021507346	0.08647573720560657	0.09020218136822525	0.09417502541087269	0.0982179659711145	0.1021341663631806	0.10630809536539172	0.11064699899992095	0.1150885692511288	0.11952376709164629	0.12416854643931463	0.1288912108065323	0.13370875328847368	0.13909768859565413	0.14479249961597374	0.15130722747845798	0.15868081469288148	0.16725666339089354	0.17740437339253728	0.18897242293250763	0.2020585223080574	0.20931953026695055
DBR_ACXOSDA_2_1_HNWVMDSX3.UDI008_clean - polya	0.006384200698540821	0.012440606251190794	0.01890285341303896	0.025043549146060867	0.031393409400746454	0.037612151597075705	0.04363733856440274	0.04904127568380331	0.05491661344158024	0.0723009948645115	0.09950174825638738	0.1260219364882232	0.15234981823446975	0.1785347188599372	0.20491067722758105	0.2308995251372205	0.25687650998443723	0.2827748239966401	0.308817367873035	0.3345371115771907	0.36004082267091164	0.3859210299036273	0.4121583777524373	0.4384107105222023	0.46449071670098474	0.4905588598173445	0.5173625128039125	0.5446843943068413	0.5715099003031355	0.5983872291510659	0.6247688068640679	0.6511179172483339	0.6761758269436433	0.7012050155404557	0.7249267697839433	0.7384912451067599
DBR_ACXOSDA_2_1_HNWVMDSX3.UDI008_clean - polyg	0.004511085579164542	0.006081380420908323	0.010879676985043893	0.013149268138021487	0.014344939955890012	0.01495994608675189	0.015515636905500186	0.015940209665892144	0.016414732162800802	0.01753735249101365	0.01936738596264428	0.021391599034983576	0.023669307020145136	0.0263753339959374	0.02951217744918621	0.03299929342975839	0.036883509815638336	0.04096752514758508	0.045473615753097954	0.05027815603429812	0.05486166873141187	0.05955382210544945	0.06438271288320149	0.06922409109508272	0.07397493540952743	0.07892807615686477	0.08400983747573262	0.08927516407629935	0.09433070178349592	0.09954358116072011	0.10484574569196789	0.11042825311941566	0.11635166749858994	0.12273586819713075	0.12916876988877538	0.13281322753937513
DBR_ACXOSDA_2_2_HNWVMDSX3.UDI008_clean - polya	0.009318747718896995	0.016333563840961164	0.023607494221205717	0.030163397139022698	0.03759029858734965	0.04522636455734028	0.052294252274453445	0.058925079797045476	0.06573385325597826	0.08574559081968797	0.11699039975429726	0.14779752412267894	0.17855844498478265	0.20907149027942226	0.23910938870544673	0.2679191479848669	0.2964086045788735	0.3256978813288541	0.3543702788328532	0.382132966760542	0.4099231270433149	0.4374385637752461	0.4649477567901125	0.4918438167892366	0.5195796567335476	0.5472081047443477	0.5749208429355198	0.6024962193512711	0.6301146774147677	0.6566292463012455	0.6829227876036368	0.709012159358016	0.7347681166211464	0.7595075967461618	0.7831475582961034	0.7960614383007899
DBR_ACXOSDA_2_2_HNWVMDSX3.UDI008_clean - polyg	0.04857299690395924	0.050305628389382295	0.050683373271789844	0.05122033293934438	0.051716708445979094	0.052197474659952336	0.05278126220549128	0.05340251205341775	0.05417673296942661	0.05633143972841579	0.05955694396398174	0.06265445199972365	0.06586309819921522	0.06921659863460523	0.0726100588592086	0.07600539219893132	0.07957430087304959	0.08339233385804491	0.08744388186125579	0.09147357685474064	0.0956150343836816	0.10001685491421586	0.10469277462388552	0.10935558252771951	0.11406834016807026	0.11861813679303523	0.1234844898731748	0.12875418707568675	0.1340963113961479	0.1397194029845155	0.14591941402965097	0.15286117866205945	0.16108852463806655	0.17008135032619204	0.1794800176235158	0.1846516884681137
DBR_ACYOSDA_2_1_HNWVMDSX3.UDI011_clean - polya	0.006000587154985189	0.010809518341471556	0.016168444590341995	0.02147448669859858	0.026829887338094764	0.03219233919633946	0.037614726413946524	0.04271628317849621	0.04793771066177063	0.06494736564881032	0.09260154045860633	0.11916418660613241	0.1457522171411532	0.17280351274795125	0.19958404155480644	0.22615867477420498	0.2528517684685786	0.28090292689391594	0.30886312459739745	0.33686703985711974	0.36497531315432	0.3929044854953081	0.4207483380894391	0.4485259092273342	0.4761123923371445	0.5033822757251465	0.5305125449819279	0.5575948659512194	0.5842921903768422	0.6098577941933284	0.6354212826441902	0.659631642217212	0.6832616864872313	0.7062648774105076	0.7271195619811118	0.7388443285161405
