sample_id,id_ecofog,project,site,sample_type,species,reference_genome,lane,read_group,read1,read2
DBR_AFX,APAT_03,G-MANAGE,Apatou,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFX\tSM:DBR_AFX\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFXOSDA_2_1_HNWVMDSX3.UDI083_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFXOSDA_2_2_HNWVMDSX3.UDI083_clean.fastq.gz
DBR_AGB,APAT_04,G-MANAGE,Apatou,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGB\tSM:DBR_AGB\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGBOSDA_2_1_HNWVMDSX3.UDI036_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGBOSDA_2_2_HNWVMDSX3.UDI036_clean.fastq.gz
DBR_ACW,CCAO_01,G-MANAGE,Cacao,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ACW\tSM:DBR_ACW\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ACWOSDA_2_1_HNWVMDSX3.UDI007_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ACWOSDA_2_2_HNWVMDSX3.UDI007_clean.fastq.gz
DBR_ACX,CCAO_02,G-MANAGE,Cacao,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ACX\tSM:DBR_ACX\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ACXOSDA_2_1_HNWVMDSX3.UDI008_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ACXOSDA_2_2_HNWVMDSX3.UDI008_clean.fastq.gz
DBR_ADB,CCAO_03,G-MANAGE,Cacao,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADB\tSM:DBR_ADB\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADBOSDA_2_1_HNWVMDSX3.UDI009_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADBOSDA_2_2_HNWVMDSX3.UDI009_clean.fastq.gz
DBR_AEV,CCAO_04,G-MANAGE,Cacao,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEV\tSM:DBR_AEV\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEVOSDA_2_1_HNWVMDSX3.UDI095_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEVOSDA_2_2_HNWVMDSX3.UDI095_clean.fastq.gz
DBR_AFG,CCAO_05,G-MANAGE,Cacao,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFG\tSM:DBR_AFG\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFGOSDA_2_1_HNWVMDSX3.UDI075_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFGOSDA_2_2_HNWVMDSX3.UDI075_clean.fastq.gz
DBR_AFH,CCAO_06,G-MANAGE,Cacao,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFH\tSM:DBR_AFH\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFHOSDA_2_1_HNWVMDSX3.UDI002_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFHOSDA_2_2_HNWVMDSX3.UDI002_clean.fastq.gz
DBR_AGJ,DGED_01,Treemutation,St_georges,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGJ\tSM:DBR_AGJ\tLB:Treemutation\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGJOSDA_2_1_HNWVMDSX3.UDI039_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGJOSDA_2_2_HNWVMDSX3.UDI039_clean.fastq.gz
DBR_AGK,DGED_04,Treemutation,St_georges,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGK\tSM:DBR_AGK\tLB:Treemutation\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGKOSDA_2_1_HNWVMDSX3.UDI040_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGKOSDA_2_2_HNWVMDSX3.UDI040_clean.fastq.gz
DBR_AGL,DGED_07,Treemutation,St_georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGL\tSM:DBR_AGL\tLB:Treemutation\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGLOSDA_2_1_HNWVMDSX3.UDI092_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGLOSDA_2_2_HNWVMDSX3.UDI092_clean.fastq.gz
DBR_AGM,DGED_08,Treemutation,St_georges,Feuille,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGM\tSM:DBR_AGM\tLB:Treemutation\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGMOSDA_2_1_HNWVMDSX3.UDI093_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGMOSDA_2_2_HNWVMDSX3.UDI093_clean.fastq.gz
DBR_ACY,MC87_01,G-MANAGE,MC_87,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ACY\tSM:DBR_ACY\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ACYOSDA_2_1_HNWVMDSX3.UDI011_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ACYOSDA_2_2_HNWVMDSX3.UDI011_clean.fastq.gz
DBR_ACZ,MC87_02,G-MANAGE,MC_87,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ACZ\tSM:DBR_ACZ\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ACZOSDA_2_1_HNWVMDSX3.UDI041_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ACZOSDA_2_2_HNWVMDSX3.UDI041_clean.fastq.gz
DBR_ADE,MC87_03,G-MANAGE,MC_87,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADE\tSM:DBR_ADE\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADEOSDA_2_1_HNWVMDSX3.UDI012_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADEOSDA_2_2_HNWVMDSX3.UDI012_clean.fastq.gz
DBR_ADM,MC87_04,G-MANAGE,MC_87,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADM\tSM:DBR_ADM\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADMOSDA_2_1_HNWVMDSX3.UDI048_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADMOSDA_2_2_HNWVMDSX3.UDI048_clean.fastq.gz
DBR_ADN,MC87_05,G-MANAGE,MC_87,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADN\tSM:DBR_ADN\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADNOSDA_2_1_HNWVMDSX3.UDI049_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADNOSDA_2_2_HNWVMDSX3.UDI049_clean.fastq.gz
DBR_ADO,MC87_06,G-MANAGE,MC_87,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADO\tSM:DBR_ADO\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADOOSDA_2_1_HNWVMDSX3.UDI050_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADOOSDA_2_2_HNWVMDSX3.UDI050_clean.fastq.gz
DBR_ADV,MC87_07,G-MANAGE,MC_87,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADV\tSM:DBR_ADV\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADVOSDA_2_1_HNWVMDSX3.UDI010_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADVOSDA_2_2_HNWVMDSX3.UDI010_clean.fastq.gz
DBR_AFK,MC87_08,G-MANAGE,MC_87,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFK\tSM:DBR_AFK\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFKOSDA_2_1_HNWVMDSX3.UDI029_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFKOSDA_2_2_HNWVMDSX3.UDI029_clean.fastq.gz
DBR_ADA,MC88_01,G-MANAGE,MC_88,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADA\tSM:DBR_ADA\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADAOSDA_2_1_HNWVMDSX3.UDI042_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADAOSDA_2_2_HNWVMDSX3.UDI042_clean.fastq.gz
DBR_ADC,MC88_02,G-MANAGE,MC_88,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADC\tSM:DBR_ADC\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADCOSDA_2_1_HNWVMDSX3.UDI043_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADCOSDA_2_2_HNWVMDSX3.UDI043_clean.fastq.gz
DBR_ADD,MC88_03,G-MANAGE,MC_88,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADD\tSM:DBR_ADD\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADDOSDA_2_1_HNWVMDSX3.UDI044_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADDOSDA_2_2_HNWVMDSX3.UDI044_clean.fastq.gz
DBR_ADG,MC88_04,G-MANAGE,MC_88,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADG\tSM:DBR_ADG\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADGOSDA_2_1_HNWVMDSX3.UDI045_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADGOSDA_2_2_HNWVMDSX3.UDI045_clean.fastq.gz
DBR_AED,MC88_05,G-MANAGE,MC_88,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AED\tSM:DBR_AED\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEDOSDA_2_1_HNWVMDSX3.UDI059_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEDOSDA_2_2_HNWVMDSX3.UDI059_clean.fastq.gz
DBR_AEG,MC88_06,G-MANAGE,MC_88,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEG\tSM:DBR_AEG\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEGOSDA_2_1_HNWVMDSX3.UDI004_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEGOSDA_2_2_HNWVMDSX3.UDI004_clean.fastq.gz
DBR_AEN,MC88_07,G-MANAGE,MC_88,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEN\tSM:DBR_AEN\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AENOSDA_2_1_HNWVMDSX3.UDI066_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AENOSDA_2_2_HNWVMDSX3.UDI066_clean.fastq.gz
DBR_AEW,MC88_08,G-MANAGE,MC_88,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEW\tSM:DBR_AEW\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEWOSDA_2_1_HNWVMDSX3.UDI071_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEWOSDA_2_2_HNWVMDSX3.UDI071_clean.fastq.gz
DBR_ADQ,NOPP_01,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADQ\tSM:DBR_ADQ\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADQOSDA_2_1_HNWVMDSX3.UDI017_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADQOSDA_2_2_HNWVMDSX3.UDI017_clean.fastq.gz
DBR_AEI,NOPP_02,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEI\tSM:DBR_AEI\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEIOSDA_2_1_HNWVMDSX3.UDI062_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEIOSDA_2_2_HNWVMDSX3.UDI062_clean.fastq.gz
DBR_AEM,NOPP_03,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEM\tSM:DBR_AEM\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEMOSDA_2_1_HNWVMDSX3.UDI065_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEMOSDA_2_2_HNWVMDSX3.UDI065_clean.fastq.gz
DBR_AER,NOPP_04,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AER\tSM:DBR_AER\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEROSDA_2_1_HNWVMDSX3.UDI068_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEROSDA_2_2_HNWVMDSX3.UDI068_clean.fastq.gz
DBR_AEU,NOPP_05,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEU\tSM:DBR_AEU\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEUOSDA_2_1_HNWVMDSX3.UDI070_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEUOSDA_2_2_HNWVMDSX3.UDI070_clean.fastq.gz
DBR_AFA,NOPP_06,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFA\tSM:DBR_AFA\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFAOSDA_2_1_HNWVMDSX3.UDI073_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFAOSDA_2_2_HNWVMDSX3.UDI073_clean.fastq.gz
DBR_AFB,NOPP_07,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFB\tSM:DBR_AFB\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFBOSDA_2_1_HNWVMDSX3.UDI025_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFBOSDA_2_2_HNWVMDSX3.UDI025_clean.fastq.gz
DBR_AFE,NOPP_08,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFE\tSM:DBR_AFE\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFEOSDA_2_1_HNWVMDSX3.UDI028_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFEOSDA_2_2_HNWVMDSX3.UDI028_clean.fastq.gz
DBR_AFI,NOPP_09,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFI\tSM:DBR_AFI\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFIOSDA_2_1_HNWVMDSX3.UDI076_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFIOSDA_2_2_HNWVMDSX3.UDI076_clean.fastq.gz
DBR_AFJ,NOPP_10,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFJ\tSM:DBR_AFJ\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFJOSDA_2_1_HNWVMDSX3.UDI077_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFJOSDA_2_2_HNWVMDSX3.UDI077_clean.fastq.gz
DBR_AFO,NOPP_11,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFO\tSM:DBR_AFO\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFOOSDA_2_1_HNWVMDSX3.UDI096_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFOOSDA_2_2_HNWVMDSX3.UDI096_clean.fastq.gz
DBR_AFS,NOPP_12,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFS\tSM:DBR_AFS\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFSOSDA_2_1_HNWVMDSX3.UDI081_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFSOSDA_2_2_HNWVMDSX3.UDI081_clean.fastq.gz
DBR_AFT,NOPP_13,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFT\tSM:DBR_AFT\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFTOSDA_2_1_HNWVMDSX3.UDI033_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFTOSDA_2_2_HNWVMDSX3.UDI033_clean.fastq.gz
DBR_AGD,NOPP_14,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGD\tSM:DBR_AGD\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGDOSDA_2_1_HNWVMDSX3.UDI037_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGDOSDA_2_2_HNWVMDSX3.UDI037_clean.fastq.gz
DBR_AGH,NOPP_15,G-MANAGE,Nouragues_Inselberg,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGH\tSM:DBR_AGH\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGHOSDA_2_1_HNWVMDSX3.UDI090_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGHOSDA_2_2_HNWVMDSX3.UDI090_clean.fastq.gz
