sample_id,id_ecofog,project,site,sample_type,species,reference_genome,lane,read_group,read1,read2
DBR_ADF,PK90_01,G-MANAGE,Regina,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADF\tSM:DBR_ADF\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADFOSDA_2_1_HNWVMDSX3.UDI013_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADFOSDA_2_2_HNWVMDSX3.UDI013_clean.fastq.gz
DBR_ADT,PK90_02,G-MANAGE,Regina,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADT\tSM:DBR_ADT\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADTOSDA_2_1_HNWVMDSX3.UDI052_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADTOSDA_2_2_HNWVMDSX3.UDI052_clean.fastq.gz
DBR_AEL,PK90_03,G-MANAGE,Regina,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEL\tSM:DBR_AEL\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AELOSDA_2_1_HNWVMDSX3.UDI064_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AELOSDA_2_2_HNWVMDSX3.UDI064_clean.fastq.gz
DBR_AEQ,PK90_04,G-MANAGE,Regina,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEQ\tSM:DBR_AEQ\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEQOSDA_2_1_HNWVMDSX3.UDI067_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEQOSDA_2_2_HNWVMDSX3.UDI067_clean.fastq.gz
DBR_AGA,PK90_05,G-MANAGE,Regina,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGA\tSM:DBR_AGA\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGAOSDA_2_1_HNWVMDSX3.UDI035_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGAOSDA_2_2_HNWVMDSX3.UDI035_clean.fastq.gz
DBR_ADX,RAPA_01,G-MANAGE,Apatou,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADX\tSM:DBR_ADX\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADXOSDA_2_1_HNWVMDSX3.UDI054_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADXOSDA_2_2_HNWVMDSX3.UDI054_clean.fastq.gz
DBR_AEA,RAPA_02,G-MANAGE,Apatou,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEA\tSM:DBR_AEA\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEAOSDA_2_1_HNWVMDSX3.UDI003_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEAOSDA_2_2_HNWVMDSX3.UDI003_clean.fastq.gz
DBR_AFF,RAPA_03,G-MANAGE,Apatou,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFF\tSM:DBR_AFF\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFFOSDA_2_1_HNWVMDSX3.UDI074_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFFOSDA_2_2_HNWVMDSX3.UDI074_clean.fastq.gz
DBR_AFL,RAPA_04,G-MANAGE,Apatou,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFL\tSM:DBR_AFL\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFLOSDA_2_1_HNWVMDSX3.UDI078_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFLOSDA_2_2_HNWVMDSX3.UDI078_clean.fastq.gz
DBR_AEC,REGI_01,G-MANAGE,Regina,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEC\tSM:DBR_AEC\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AECOSDA_2_1_HNWVMDSX3.UDI058_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AECOSDA_2_2_HNWVMDSX3.UDI058_clean.fastq.gz
DBR_AGE,REGI_02,G-MANAGE,Regina,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGE\tSM:DBR_AGE\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGEOSDA_2_1_HNWVMDSX3.UDI088_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGEOSDA_2_2_HNWVMDSX3.UDI088_clean.fastq.gz
DBR_AGI,REGI_03,G-MANAGE,Regina,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGI\tSM:DBR_AGI\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGIOSDA_2_1_HNWVMDSX3.UDI091_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGIOSDA_2_2_HNWVMDSX3.UDI091_clean.fastq.gz
DBR_ADJ,SLAV_01,G-MANAGE,Saut_Lavilette,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADJ\tSM:DBR_ADJ\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADJOSDA_2_1_HNWVMDSX3.UDI047_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADJOSDA_2_2_HNWVMDSX3.UDI047_clean.fastq.gz
DBR_ADK,SLAV_02,G-MANAGE,Saut_Lavilette,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADK\tSM:DBR_ADK\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADKOSDA_2_1_HNWVMDSX3.UDI015_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADKOSDA_2_2_HNWVMDSX3.UDI015_clean.fastq.gz
DBR_ADL,SLAV_03,G-MANAGE,Saut_Lavilette,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADL\tSM:DBR_ADL\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADLOSDA_2_1_HNWVMDSX3.UDI001_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADLOSDA_2_2_HNWVMDSX3.UDI001_clean.fastq.gz
DBR_ADP,SLAV_04,G-MANAGE,Saut_Lavilette,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADP\tSM:DBR_ADP\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADPOSDA_2_1_HNWVMDSX3.UDI016_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADPOSDA_2_2_HNWVMDSX3.UDI016_clean.fastq.gz
DBR_ADZ,SLAV_05,G-MANAGE,Saut_Lavilette,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADZ\tSM:DBR_ADZ\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADZOSDA_2_1_HNWVMDSX3.UDI056B_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADZOSDA_2_2_HNWVMDSX3.UDI056B_clean.fastq.gz
DBR_AET,SLAV_06,G-MANAGE,Saut_Lavilette,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AET\tSM:DBR_AET\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AETOSDA_2_1_HNWVMDSX3.UDI022_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AETOSDA_2_2_HNWVMDSX3.UDI022_clean.fastq.gz
DBR_AFV,SLAV_07,G-MANAGE,Saut_Lavilette,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFV\tSM:DBR_AFV\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFVOSDA_2_1_HNWVMDSX3.UDI006_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFVOSDA_2_2_HNWVMDSX3.UDI006_clean.fastq.gz
DBR_AFW,SLAV_08,G-MANAGE,Saut_Lavilette,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFW\tSM:DBR_AFW\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFWOSDA_2_1_HNWVMDSX3.UDI034_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFWOSDA_2_2_HNWVMDSX3.UDI034_clean.fastq.gz
DBR_AEJ,STEL_01,G-MANAGE,Piste_St_Elie,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEJ\tSM:DBR_AEJ\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEJOSDA_2_1_HNWVMDSX3.UDI063_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEJOSDA_2_2_HNWVMDSX3.UDI063_clean.fastq.gz
DBR_AEO,STEL_02,G-MANAGE,Piste_St_Elie,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEO\tSM:DBR_AEO\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEOOSDA_2_1_HNWVMDSX3.UDI020_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEOOSDA_2_2_HNWVMDSX3.UDI020_clean.fastq.gz
DBR_AEX,STEL_03,G-MANAGE,Piste_St_Elie,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEX\tSM:DBR_AEX\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEXOSDA_2_1_HNWVMDSX3.UDI023_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEXOSDA_2_2_HNWVMDSX3.UDI023_clean.fastq.gz
DBR_AFD,STEL_04,G-MANAGE,Piste_St_Elie,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFD\tSM:DBR_AFD\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFDOSDA_2_1_HNWVMDSX3.UDI027_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFDOSDA_2_2_HNWVMDSX3.UDI027_clean.fastq.gz
DBR_AFM,STEL_05,G-MANAGE,Piste_St_Elie,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFM\tSM:DBR_AFM\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFMOSDA_2_1_HNWVMDSX3.UDI079_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFMOSDA_2_2_HNWVMDSX3.UDI079_clean.fastq.gz
DBR_AGG,STEL_06,G-MANAGE,Piste_St_Elie,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGG\tSM:DBR_AGG\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGGOSDA_2_1_HNWVMDSX3.UDI038_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGGOSDA_2_2_HNWVMDSX3.UDI038_clean.fastq.gz
DBR_ADH,STGE_01,G-MANAGE,Foret_Regina_St_Georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADH\tSM:DBR_ADH\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADHOSDA_2_1_HNWVMDSX3.UDI046_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADHOSDA_2_2_HNWVMDSX3.UDI046_clean.fastq.gz
DBR_ADI,STGE_02,G-MANAGE,St_georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADI\tSM:DBR_ADI\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADIOSDA_2_1_HNWVMDSX3.UDI014_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADIOSDA_2_2_HNWVMDSX3.UDI014_clean.fastq.gz
DBR_ADR,STGE_03,G-MANAGE,St_georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADR\tSM:DBR_ADR\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADROSDA_2_1_HNWVMDSX3.UDI094_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADROSDA_2_2_HNWVMDSX3.UDI094_clean.fastq.gz
DBR_ADS,STGE_04,G-MANAGE,Foret_Regina_St_Georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADS\tSM:DBR_ADS\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADSOSDA_2_1_HNWVMDSX3.UDI051_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADSOSDA_2_2_HNWVMDSX3.UDI051_clean.fastq.gz
DBR_ADU,STGE_05,G-MANAGE,Foret_Regina_St_Georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADU\tSM:DBR_ADU\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADUOSDA_2_1_HNWVMDSX3.UDI053_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADUOSDA_2_2_HNWVMDSX3.UDI053_clean.fastq.gz
DBR_ADW,STGE_06,G-MANAGE,Foret_Regina_St_Georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADW\tSM:DBR_ADW\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADWOSDA_2_1_HNWVMDSX3.UDI018_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADWOSDA_2_2_HNWVMDSX3.UDI018_clean.fastq.gz
DBR_ADY,STGE_07,G-MANAGE,Foret_Regina_St_Georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_ADY\tSM:DBR_ADY\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADYOSDA_2_1_HNWVMDSX3.UDI055_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_ADYOSDA_2_2_HNWVMDSX3.UDI055_clean.fastq.gz
DBR_AEH,STGE_08,G-MANAGE,St_georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEH\tSM:DBR_AEH\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEHOSDA_2_1_HNWVMDSX3.UDI019_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEHOSDA_2_2_HNWVMDSX3.UDI019_clean.fastq.gz
DBR_AEP,STGE_09,G-MANAGE,St_georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AEP\tSM:DBR_AEP\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEPOSDA_2_1_HNWVMDSX3.UDI021_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AEPOSDA_2_2_HNWVMDSX3.UDI021_clean.fastq.gz
DBR_AES,STGE_10,G-MANAGE,Foret_Regina_St_Georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AES\tSM:DBR_AES\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AESOSDA_2_1_HNWVMDSX3.UDI069_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AESOSDA_2_2_HNWVMDSX3.UDI069_clean.fastq.gz
DBR_AFC,STGE_11,G-MANAGE,Foret_Regina_St_Georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFC\tSM:DBR_AFC\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFCOSDA_2_1_HNWVMDSX3.UDI026_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFCOSDA_2_2_HNWVMDSX3.UDI026_clean.fastq.gz
DBR_AFY,STGE_12,G-MANAGE,St_georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFY\tSM:DBR_AFY\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFYOSDA_2_1_HNWVMDSX3.UDI084_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFYOSDA_2_2_HNWVMDSX3.UDI084_clean.fastq.gz
DBR_AFZ,STGE_13,G-MANAGE,St_georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AFZ\tSM:DBR_AFZ\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFZOSDA_2_1_HNWVMDSX3.UDI085_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AFZOSDA_2_2_HNWVMDSX3.UDI085_clean.fastq.gz
DBR_AGC,STGE_14,G-MANAGE,St_georges,Cambium,Dicorynia_guianensis,/home/jbonnier/work/chapitre_5/raw_data/reference_genome/nuclear/Dgu_HS1_HYBRID_SCAFFOLD.fa,2,@RG\tID:DBR_AGC\tSM:DBR_AGC\tLB:G-MANAGE\tPL:ILLUMINA,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGCOSDA_2_1_H2H3LDSX5.UDI009_clean.fastq.gz,/home/jbonnier/work/chapitre_5/raw_data/ind_dicorynia/G-MANAGE/DBR_AGCOSDA_2_2_H2H3LDSX5.UDI009_clean.fastq.gz
